bill_param,seq,action_date,bill_session,bill_session_code,bill_year_of_session,calendar_session,calendar_session_year,calendar_year,phase,phase_ordinal,phase_start,phase_end,phase_n_days,days_into_phase,phase_progress,recess,in_recess,floor_session_only,is_holiday,prev_deadline,prev_deadline_date,days_since_prev_deadline,next_deadline,next_deadline_date,days_to_next_deadline,is_deadline_day,days_to_house_of_origin_deadline,days_to_final_passage_deadline
202120220AB5,6,2022-01-31,2021-2022,20212022,2,2021-2022,2,2022,CARRYOVER,1,2022-01-01,2022-01-31,31,30,1,,FALSE,FALSE,FALSE,CARRYOVER_COMMITTEE_DEADLINE,2022-01-21,10,CARRYOVER_PASSAGE_DEADLINE,2022-01-31,0,TRUE,116,212
202120220AB5,7,2022-02-01,2021-2022,20212022,2,2021-2022,2,2022,INTRODUCTION,2,2022-02-01,2022-02-18,18,0,0,,FALSE,FALSE,FALSE,CARRYOVER_PASSAGE_DEADLINE,2022-01-31,1,INTRODUCTION_DEADLINE,2022-02-18,17,FALSE,115,211
202120220AB550,1,2021-02-10,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,40,0.8163,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,133,INTRODUCTION_DEADLINE,2021-02-19,9,FALSE,114,212
202120220AB550,2,2021-02-11,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,41,0.8367,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,134,INTRODUCTION_DEADLINE,2021-02-19,8,FALSE,113,211
202120220AB550,3,2021-03-18,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,26,0.3421,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,27,POLICY_CMTE_FISCAL_1H,2021-04-30,43,FALSE,78,176
202120220AB550,4,2021-03-22,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,30,0.3947,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,31,POLICY_CMTE_FISCAL_1H,2021-04-30,39,FALSE,74,172
202120220AB550,5,2021-03-23,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,31,0.4079,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,32,POLICY_CMTE_FISCAL_1H,2021-04-30,38,FALSE,73,171
202120220AB550,6,2021-04-15,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,54,0.7105,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,55,POLICY_CMTE_FISCAL_1H,2021-04-30,15,FALSE,50,148
202120220AB550,7,2021-04-19,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,58,0.7632,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,59,POLICY_CMTE_FISCAL_1H,2021-04-30,11,FALSE,46,144
202120220AB550,8,2021-04-28,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,67,0.8816,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,68,POLICY_CMTE_FISCAL_1H,2021-04-30,2,FALSE,37,135
202120220AB550,9,2021-04-29,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,68,0.8947,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,69,POLICY_CMTE_FISCAL_1H,2021-04-30,1,FALSE,36,134
202120220AB550,10,2021-05-03,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,72,0.9474,,FALSE,FALSE,FALSE,POLICY_CMTE_FISCAL_1H,2021-04-30,3,POLICY_CMTE_NONFISCAL_1H,2021-05-07,4,FALSE,32,130
202120220AB550,11,2021-05-03,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,72,0.9474,,FALSE,FALSE,FALSE,POLICY_CMTE_FISCAL_1H,2021-04-30,3,POLICY_CMTE_NONFISCAL_1H,2021-05-07,4,FALSE,32,130
202120220AB550,12,2021-05-10,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_FIRST_HOUSE,3,2021-05-08,2021-05-21,14,2,0.1538,,FALSE,FALSE,FALSE,POLICY_CMTE_NONFISCAL_1H,2021-05-07,3,POLICY_CMTE_MEET_CUTOFF_1H,2021-05-14,4,FALSE,25,123
202120220AB550,13,2021-05-19,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_FIRST_HOUSE,3,2021-05-08,2021-05-21,14,11,0.8462,,FALSE,FALSE,FALSE,POLICY_CMTE_MEET_CUTOFF_1H,2021-05-14,5,FISCAL_CMTE_1H,2021-05-21,2,FALSE,16,114
202120220AB550,14,2021-05-20,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_FIRST_HOUSE,3,2021-05-08,2021-05-21,14,12,0.9231,,FALSE,FALSE,FALSE,POLICY_CMTE_MEET_CUTOFF_1H,2021-05-14,6,FISCAL_CMTE_1H,2021-05-21,1,FALSE,15,113
202120220AB550,15,2021-05-20,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_FIRST_HOUSE,3,2021-05-08,2021-05-21,14,12,0.9231,,FALSE,FALSE,FALSE,POLICY_CMTE_MEET_CUTOFF_1H,2021-05-14,6,FISCAL_CMTE_1H,2021-05-21,1,FALSE,15,113
202120220AB550,16,2022-01-31,2021-2022,20212022,2,2021-2022,2,2022,CARRYOVER,1,2022-01-01,2022-01-31,31,30,1,,FALSE,FALSE,FALSE,CARRYOVER_COMMITTEE_DEADLINE,2022-01-21,10,CARRYOVER_PASSAGE_DEADLINE,2022-01-31,0,TRUE,116,212
202120220AB550,17,2022-02-01,2021-2022,20212022,2,2021-2022,2,2022,INTRODUCTION,2,2022-02-01,2022-02-18,18,0,0,,FALSE,FALSE,FALSE,CARRYOVER_PASSAGE_DEADLINE,2022-01-31,1,INTRODUCTION_DEADLINE,2022-02-18,17,FALSE,115,211
202120220AB585,1,2021-02-11,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,41,0.8367,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,134,INTRODUCTION_DEADLINE,2021-02-19,8,FALSE,113,211
202120220AB585,2,2021-02-12,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,42,0.8571,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,135,INTRODUCTION_DEADLINE,2021-02-19,7,FALSE,112,210
202120220AB585,3,2021-02-18,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,48,0.9796,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,141,INTRODUCTION_DEADLINE,2021-02-19,1,FALSE,106,204
202120220AB585,4,2021-03-17,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,25,0.3289,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,26,POLICY_CMTE_FISCAL_1H,2021-04-30,44,FALSE,79,177
202120220AB585,5,2021-03-18,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,26,0.3421,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,27,POLICY_CMTE_FISCAL_1H,2021-04-30,43,FALSE,78,176
202120220AB585,6,2021-03-25,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,33,0.4342,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,34,POLICY_CMTE_FISCAL_1H,2021-04-30,36,FALSE,71,169
202120220AB585,7,2021-04-14,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,53,0.6974,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,54,POLICY_CMTE_FISCAL_1H,2021-04-30,16,FALSE,51,149
202120220AB585,8,2021-05-20,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_FIRST_HOUSE,3,2021-05-08,2021-05-21,14,12,0.9231,,FALSE,FALSE,FALSE,POLICY_CMTE_MEET_CUTOFF_1H,2021-05-14,6,FISCAL_CMTE_1H,2021-05-21,1,FALSE,15,113
202120220AB585,9,2021-05-24,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_FIRST_HOUSE,4,2021-05-22,2021-06-04,14,2,0.1538,,FALSE,FALSE,FALSE,FISCAL_CMTE_MEET_CUTOFF_1H,2021-05-21,3,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,11,FALSE,11,109
202120220AB585,10,2021-05-25,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_FIRST_HOUSE,4,2021-05-22,2021-06-04,14,3,0.2308,,FALSE,FALSE,FALSE,FISCAL_CMTE_MEET_CUTOFF_1H,2021-05-21,4,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,10,FALSE,10,108
202120220AB585,11,2021-06-02,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_FIRST_HOUSE,4,2021-05-22,2021-06-04,14,11,0.8462,,FALSE,TRUE,FALSE,FISCAL_CMTE_MEET_CUTOFF_1H,2021-05-21,12,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,2,FALSE,2,100
202120220AB585,12,2021-06-03,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_FIRST_HOUSE,4,2021-05-22,2021-06-04,14,12,0.9231,,FALSE,TRUE,FALSE,FISCAL_CMTE_MEET_CUTOFF_1H,2021-05-21,13,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,1,FALSE,1,99
202120220AB585,13,2021-06-16,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,11,0.2821,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,12,POLICY_CMTE_2H,2021-07-14,28,FALSE,-12,86
202120220AB585,14,2021-06-29,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,24,0.6154,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,25,POLICY_CMTE_2H,2021-07-14,15,FALSE,-25,73
202120220AB585,15,2021-06-30,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,25,0.641,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,26,POLICY_CMTE_2H,2021-07-14,14,FALSE,-26,72
202120220AB585,16,2021-07-12,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,37,0.9487,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,38,POLICY_CMTE_2H,2021-07-14,2,FALSE,-38,60
202120220AB585,17,2021-07-13,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,38,0.9744,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,39,POLICY_CMTE_2H,2021-07-14,1,FALSE,-39,59
202120220AB585,18,2021-08-16,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_SECOND_HOUSE,6,2021-07-15,2021-08-27,44,32,0.7442,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2021-07-14,33,FISCAL_CMTE_2H,2021-08-27,11,FALSE,-73,25
202120220AB585,19,2021-08-26,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_SECOND_HOUSE,6,2021-07-15,2021-08-27,44,42,0.9767,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2021-07-14,43,FISCAL_CMTE_2H,2021-08-27,1,FALSE,-83,15
202120220AB585,20,2022-11-30,2021-2022,20212022,2,2021-2022,2,2022,ADJOURNED,10,2022-10-01,2022-12-04,65,60,0.9375,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2022-09-30,61,INTRODUCTION_DEADLINE,2023-02-17,79,FALSE,-187,-91
202120220AB591,1,2021-02-11,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,41,0.8367,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,134,INTRODUCTION_DEADLINE,2021-02-19,8,FALSE,113,211
202120220AB591,2,2021-02-12,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,42,0.8571,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,135,INTRODUCTION_DEADLINE,2021-02-19,7,FALSE,112,210
202120220AB591,3,2021-02-18,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,48,0.9796,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,141,INTRODUCTION_DEADLINE,2021-02-19,1,FALSE,106,204
202120220AB591,4,2021-03-23,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,31,0.4079,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,32,POLICY_CMTE_FISCAL_1H,2021-04-30,38,FALSE,73,171
202120220AB591,5,2021-04-14,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,53,0.6974,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,54,POLICY_CMTE_FISCAL_1H,2021-04-30,16,FALSE,51,149
202120220AB591,6,2021-04-15,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,54,0.7105,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,55,POLICY_CMTE_FISCAL_1H,2021-04-30,15,FALSE,50,148
202120220AB591,7,2021-04-22,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,61,0.8026,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,62,POLICY_CMTE_FISCAL_1H,2021-04-30,8,FALSE,43,141
202120220AB591,8,2021-04-26,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,65,0.8553,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,66,POLICY_CMTE_FISCAL_1H,2021-04-30,4,FALSE,39,137
202120220AB591,9,2021-05-12,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_FIRST_HOUSE,3,2021-05-08,2021-05-21,14,4,0.3077,,FALSE,FALSE,FALSE,POLICY_CMTE_NONFISCAL_1H,2021-05-07,5,POLICY_CMTE_MEET_CUTOFF_1H,2021-05-14,2,FALSE,23,121
202120220AB591,10,2021-06-15,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,10,0.2564,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,11,POLICY_CMTE_2H,2021-07-14,29,FALSE,-11,87
202120220AB591,11,2021-06-16,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,11,0.2821,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,12,POLICY_CMTE_2H,2021-07-14,28,FALSE,-12,86
202120220AB591,12,2021-06-24,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,19,0.4872,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,20,POLICY_CMTE_2H,2021-07-14,20,FALSE,-20,78
202120220AB591,13,2021-06-24,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,19,0.4872,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,20,POLICY_CMTE_2H,2021-07-14,20,FALSE,-20,78
202120220AB591,14,2021-06-30,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,25,0.641,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,26,POLICY_CMTE_2H,2021-07-14,14,FALSE,-26,72
202120220AB591,15,2021-07-09,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,34,0.8718,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,35,POLICY_CMTE_2H,2021-07-14,5,FALSE,-35,63
202120220AB591,16,2021-07-09,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,34,0.8718,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,35,POLICY_CMTE_2H,2021-07-14,5,FALSE,-35,63
202120220AB592,1,2021-02-11,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,41,0.8367,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,134,INTRODUCTION_DEADLINE,2021-02-19,8,FALSE,113,211
202120220AB592,2,2021-02-12,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,42,0.8571,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,135,INTRODUCTION_DEADLINE,2021-02-19,7,FALSE,112,210
202120220AB592,3,2021-02-18,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,48,0.9796,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,141,INTRODUCTION_DEADLINE,2021-02-19,1,FALSE,106,204
202120220AB592,4,2021-04-22,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,61,0.8026,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,62,POLICY_CMTE_FISCAL_1H,2021-04-30,8,FALSE,43,141
202120220AB592,5,2021-05-05,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,74,0.9737,,FALSE,FALSE,FALSE,POLICY_CMTE_FISCAL_1H,2021-04-30,5,POLICY_CMTE_NONFISCAL_1H,2021-05-07,2,FALSE,30,128
202120220AB592,6,2021-05-20,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_FIRST_HOUSE,3,2021-05-08,2021-05-21,14,12,0.9231,,FALSE,FALSE,FALSE,POLICY_CMTE_MEET_CUTOFF_1H,2021-05-14,6,FISCAL_CMTE_1H,2021-05-21,1,FALSE,15,113
202120220AB592,7,2021-05-24,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_FIRST_HOUSE,4,2021-05-22,2021-06-04,14,2,0.1538,,FALSE,FALSE,FALSE,FISCAL_CMTE_MEET_CUTOFF_1H,2021-05-21,3,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,11,FALSE,11,109
202120220AB592,8,2021-05-25,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_FIRST_HOUSE,4,2021-05-22,2021-06-04,14,3,0.2308,,FALSE,FALSE,FALSE,FISCAL_CMTE_MEET_CUTOFF_1H,2021-05-21,4,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,10,FALSE,10,108
202120220AB592,9,2021-05-27,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_FIRST_HOUSE,4,2021-05-22,2021-06-04,14,5,0.3846,,FALSE,FALSE,FALSE,FISCAL_CMTE_MEET_CUTOFF_1H,2021-05-21,6,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,8,FALSE,8,106
202120220AB592,10,2021-05-28,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_FIRST_HOUSE,4,2021-05-22,2021-06-04,14,6,0.4615,,FALSE,FALSE,FALSE,FISCAL_CMTE_MEET_CUTOFF_1H,2021-05-21,7,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,7,FALSE,7,105
202120220AB592,11,2021-06-09,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,4,0.1026,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,5,POLICY_CMTE_2H,2021-07-14,35,FALSE,-5,93
202120220AB592,12,2021-06-14,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,9,0.2308,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,10,POLICY_CMTE_2H,2021-07-14,30,FALSE,-10,88
202120220AB592,13,2021-06-23,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,18,0.4615,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,19,POLICY_CMTE_2H,2021-07-14,21,FALSE,-19,79
202120220AB592,14,2021-06-24,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_SECOND_HOUSE,5,2021-06-05,2021-07-14,40,19,0.4872,,FALSE,FALSE,FALSE,HOUSE_OF_ORIGIN_DEADLINE,2021-06-04,20,POLICY_CMTE_2H,2021-07-14,20,FALSE,-20,78
202120220AB592,15,2021-07-15,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_SECOND_HOUSE,6,2021-07-15,2021-08-27,44,0,0,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2021-07-14,1,FISCAL_CMTE_2H,2021-08-27,43,FALSE,-41,57
202120220AB592,16,2021-08-26,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_SECOND_HOUSE,6,2021-07-15,2021-08-27,44,42,0.9767,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2021-07-14,43,FISCAL_CMTE_2H,2021-08-27,1,FALSE,-83,15
202120220AB592,17,2021-08-26,2021-2022,20212022,1,2021-2022,1,2021,FISCAL_COMMITTEE_SECOND_HOUSE,6,2021-07-15,2021-08-27,44,42,0.9767,,FALSE,FALSE,FALSE,POLICY_CMTE_2H,2021-07-14,43,FISCAL_CMTE_2H,2021-08-27,1,FALSE,-83,15
202120220AB592,18,2021-08-31,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,3,0.2308,,FALSE,TRUE,FALSE,FISCAL_CMTE_2H,2021-08-27,4,FLOOR_AMEND_DEADLINE,2021-09-03,3,FALSE,-88,10
202120220AB592,19,2021-09-03,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,6,0.4615,,FALSE,TRUE,FALSE,FISCAL_CMTE_2H,2021-08-27,7,FLOOR_AMEND_DEADLINE,2021-09-03,0,TRUE,-91,7
202120220AB592,20,2021-09-03,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,6,0.4615,,FALSE,TRUE,FALSE,FISCAL_CMTE_2H,2021-08-27,7,FLOOR_AMEND_DEADLINE,2021-09-03,0,TRUE,-91,7
202120220AB592,21,2021-09-07,2021-2022,20212022,1,2021-2022,1,2021,FLOOR_SECOND_HOUSE,7,2021-08-28,2021-09-10,14,10,0.7692,,FALSE,TRUE,FALSE,FLOOR_AMEND_DEADLINE,2021-09-03,4,FINAL_PASSAGE_DEADLINE,2021-09-10,3,FALSE,-95,3
202120220AB592,22,2021-09-13,2021-2022,20212022,1,2021-2022,1,2021,GOVERNOR,8,2021-09-11,2021-10-10,30,2,0.069,,FALSE,FALSE,FALSE,FINAL_PASSAGE_DEADLINE,2021-09-10,3,GOVERNOR_DEADLINE,2021-10-10,27,FALSE,-101,-3
202120220AB592,23,2021-10-08,2021-2022,20212022,1,2021-2022,1,2021,GOVERNOR,8,2021-09-11,2021-10-10,30,27,0.931,,FALSE,FALSE,FALSE,FINAL_PASSAGE_DEADLINE,2021-09-10,28,GOVERNOR_DEADLINE,2021-10-10,2,FALSE,-126,-28
202120220AB592,24,2021-10-08,2021-2022,20212022,1,2021-2022,1,2021,GOVERNOR,8,2021-09-11,2021-10-10,30,27,0.931,,FALSE,FALSE,FALSE,FINAL_PASSAGE_DEADLINE,2021-09-10,28,GOVERNOR_DEADLINE,2021-10-10,2,FALSE,-126,-28
202120220AB604,1,2021-02-11,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,41,0.8367,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,134,INTRODUCTION_DEADLINE,2021-02-19,8,FALSE,113,211
202120220AB604,2,2021-02-12,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,42,0.8571,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,135,INTRODUCTION_DEADLINE,2021-02-19,7,FALSE,112,210
202120220AB604,3,2021-02-18,2021-2022,20212022,1,2021-2022,1,2021,INTRODUCTION,1,2021-01-01,2021-02-19,50,48,0.9796,,FALSE,FALSE,FALSE,GOVERNOR_DEADLINE,2020-09-30,141,INTRODUCTION_DEADLINE,2021-02-19,1,FALSE,106,204
202120220AB604,4,2021-04-06,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,45,0.5921,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,46,POLICY_CMTE_FISCAL_1H,2021-04-30,24,FALSE,59,157
202120220AB604,5,2021-04-21,2021-2022,20212022,1,2021-2022,1,2021,POLICY_COMMITTEE_FIRST_HOUSE,2,2021-02-20,2021-05-07,77,60,0.7895,,FALSE,FALSE,FALSE,INTRODUCTION_DEADLINE,2021-02-19,61,POLICY_CMTE_FISCAL_1H,2021-04-30,9,FALSE,44,142
